ID,CabinDeck,CabinSide,CabinRegion,Home,Destination,AgeGroup,Age,FamilySize,GroupSize,Commodities,ProductBills,ServiceBills,TotalBills,NoBills,Solo,VIP,CryoSleep,Transported,TrainSet
3576_01,F,P,3,Earth,D3,Adult,22,15,1,2,4,1267,1271,False,True,False,False,True,True
3577_01,F,P,3,Mars,D3,Adult,26,11,1,3,7,1185,1192,False,True,False,False,False,True
3578_01,F,S,3,Mars,D1,Adult,23,6,1,0,0,0,0,True,True,False,True,True,True
3579_01,F,S,3,Earth,D2,Adult,20,14,1,2,1,2260,2261,False,True,False,False,False,True
3580_01,D,S,1,Europa,D1,Adult,64,4,2,3,2413,77,2490,False,False,False,False,,False
3580_02,B,S,1,Europa,D3,Adult,27,4,2,0,0,0,0,True,False,False,True,,False
3581_01,C,S,1,Europa,D3,Adult,36,2,1,4,804,3738,4542,False,True,False,False,,False
3582_01,G,P,2,Earth,D3,Adult,53,9,1,4,134,773,907,False,True,False,False,True,True
3583_01,D,S,1,Mars,D3,Adult,51,1,1,3,142,914,1056,False,True,False,False,,False
3584_01,F,S,3,Earth,D3,Adult,55,9,1,4,1219,45,1264,False,True,False,False,True,True
3585_01,G,S,2,Earth,D2,Teen,16,15,1,0,0,0,0,True,True,False,True,,False
3586_01,G,P,2,Earth,D3,Adult,22,3,1,2,0,768,768,False,True,False,False,False,True
3587_01,G,S,2,Earth,D1,Adult,21,9,3,0,0,0,0,True,False,False,True,,False
3587_02,F,S,3,Earth,D1,Adult,50,9,3,2,0,794,794,False,False,False,False,,False
3587_03,G,S,2,Earth,D3,Child,0,9,3,0,0,0,0,True,False,False,False,,False
3588_01,D,P,1,Mars,D3,Adult,35,8,2,3,459,598,1057,False,False,False,False,False,True
3588_02,D,P,1,Mars,D3,Adult,40,8,2,2,88,787,875,False,False,False,False,False,True
3589_01,F,P,3,Earth,D3,Adult,34,11,7,3,70,1787,1857,False,False,False,False,,False
3589_02,G,P,2,Earth,D3,Child,3,11,7,0,0,0,0,True,False,False,True,,False
3589_03,G,P,2,Earth,D2,Child,11,4,7,0,0,0,0,True,False,False,True,,False
3589_04,G,P,2,Earth,D2,Child,5,8,7,0,0,0,0,True,False,False,True,,False
3589_05,G,P,2,Earth,D3,Adult,47,8,7,2,0,303,303,False,False,False,False,,False
3589_06,G,P,2,Earth,D3,Child,1,11,7,0,0,0,0,True,False,False,True,,False
3589_07,G,P,2,Earth,D3,Child,0,11,7,0,0,0,0,True,False,False,True,,False
3590_01,E,P,1,Earth,D3,Adult,23,14,1,4,741,867,1608,False,True,False,False,,False
3591_01,E,P,1,Earth,D3,Adult,22,3,1,1,0,1609,1609,False,True,False,False,False,True
3592_01,D,P,1,Mars,D2,Adult,22,6,2,5,641,238,879,False,False,False,False,True,True
3592_02,E,P,1,Mars,D3,Adult,21,4,2,3,113,841,954,False,False,False,False,False,True
3593_01,C,P,1,Europa,D3,Adult,27,1,1,4,3377,1097,4474,False,True,False,False,,False
3594_01,G,P,2,Earth,D2,Adult,64,9,1,0,0,0,0,True,True,False,True,True,True
3595_01,B,S,1,Europa,D3,Adult,40,2,1,0,0,0,0,True,True,False,True,True,True
3596_01,F,P,3,Mars,D3,Child,8,9,1,0,0,0,0,True,True,False,False,True,True
3597_01,G,P,2,Earth,D3,Adult,25,7,1,3,902,12,914,False,True,False,False,False,True
3598_01,F,P,3,Earth,D1,Adult,19,7,1,3,46,630,676,False,True,False,False,False,True
3599_01,G,P,2,Earth,D3,Adult,46,7,1,3,856,52,908,False,True,False,False,,False
3600_01,G,S,2,Earth,D3,Adult,24,6,1,0,0,0,0,True,True,False,True,True,True
3601_01,G,P,2,Earth,D3,Adult,34,14,7,4,56,832,888,False,False,False,False,,False
3601_02,G,P,2,Earth,D1,Child,2,18,7,0,0,0,0,True,False,False,False,,False
3601_03,G,P,2,Earth,D3,Child,11,14,7,0,0,0,0,True,False,False,True,,False
3601_04,G,P,2,Earth,D1,Child,1,10,7,0,0,0,0,True,False,False,False,,False
3601_05,G,P,2,Earth,D3,Teen,13,18,7,0,0,0,0,True,False,False,True,,False
3601_06,F,P,3,Earth,D3,Adult,41,14,7,3,68,1317,1385,False,False,False,False,,False
3601_07,G,P,2,Earth,D1,Child,11,14,7,0,0,0,0,True,False,False,False,,False
3602_01,F,S,3,Mars,D3,Child,11,2,1,0,0,0,0,True,True,False,True,True,True
3603_01,F,S,3,Mars,D3,Adult,52,5,2,0,0,0,0,True,False,False,True,,False
3603_02,F,S,3,Mars,D3,Teen,15,5,2,0,0,0,0,True,False,False,True,,False
3604_01,G,S,2,Earth,D3,Adult,58,9,1,0,0,0,0,True,True,False,True,,False
3605_01,G,P,2,Earth,D1,Adult,31,14,1,0,0,0,0,True,True,False,True,True,True
3606_01,G,P,2,Earth,D3,Adult,46,9,1,0,0,0,0,True,True,False,True,False,True
3607_01,F,P,3,Mars,D3,Adult,31,11,1,0,0,0,0,True,True,False,True,True,True
3608_01,D,P,1,Europa,D1,Teen,17,6,3,0,0,0,0,True,False,False,True,True,True
3608_02,D,P,1,Europa,D3,Teen,16,6,3,0,0,0,0,True,False,False,True,True,True
3608_03,D,P,1,Europa,D3,Adult,57,6,3,0,0,0,0,True,False,False,True,True,True
3609_01,C,P,1,Europa,D1,Adult,28,6,4,3,2052,3345,5397,False,False,False,False,False,True
3609_02,C,P,1,Europa,D3,Adult,27,6,4,3,325,1630,1955,False,False,False,False,False,True
3609_03,C,P,1,Europa,D1,Adult,28,6,4,0,0,0,0,True,False,False,True,True,True
3609_04,C,P,1,Europa,D1,Adult,26,6,4,0,0,0,0,True,False,False,True,True,True
3610_01,G,S,2,Earth,D3,Teen,17,6,2,0,0,0,0,True,False,False,True,True,True
3610_02,F,S,3,Earth,D3,Adult,36,6,2,3,896,6,902,False,False,False,False,True,True
3611_01,F,S,3,Earth,D3,Adult,23,11,1,3,414,287,701,False,True,False,False,,False
3612_01,E,S,1,Earth,D3,Adult,24,6,1,2,790,1,791,False,True,False,False,True,True
3613_01,F,P,3,Earth,D3,Adult,18,6,1,1,733,0,733,False,True,False,False,True,True
3614_01,F,P,3,Earth,D3,Adult,20,6,1,4,7,551,558,False,True,False,False,False,True
3615_01,G,S,2,Earth,D1,Child,10,8,2,0,0,0,0,True,False,False,False,False,True
3615_02,F,S,3,Earth,D3,Adult,25,8,2,3,758,2,760,False,False,False,False,True,True
3616_01,G,S,2,Earth,D1,Adult,23,7,1,0,0,0,0,True,True,False,True,True,True
3617_01,G,S,2,Earth,D3,Adult,34,7,3,2,461,424,885,False,False,False,False,,False
3617_02,G,S,2,Earth,D3,Child,9,7,3,0,0,0,0,True,False,False,False,,False
3617_03,F,S,3,Earth,D3,Adult,25,7,3,4,1,1090,1091,False,False,False,False,,False
3618_01,A,S,1,Europa,D1,Adult,38,10,4,0,0,0,0,True,False,False,True,,False
3618_02,A,S,1,Europa,D1,Adult,42,10,4,4,2303,7653,9956,False,False,True,False,,False
3618_03,A,S,1,Europa,D3,Adult,40,10,4,2,4223,14,4237,False,False,False,False,,False
3618_04,A,S,1,Europa,D3,Adult,18,10,4,4,256,3008,3264,False,False,False,False,,False
3619_01,B,P,1,Europa,D3,Adult,36,2,1,4,2,16394,16396,False,True,False,False,False,True
3620_01,B,P,1,Europa,D1,Adult,27,2,1,0,0,0,0,True,True,False,True,True,True
3621_01,F,P,3,Mars,D3,Adult,42,7,2,3,44,1853,1897,False,False,False,False,,False
3621_02,F,P,3,Mars,D3,Adult,40,7,2,3,193,1115,1308,False,False,False,False,,False
3622_01,C,P,1,Europa,D1,Adult,54,6,2,0,0,0,0,True,False,False,True,True,True
3622_02,C,P,1,Europa,D1,Adult,38,6,2,3,3456,2643,6099,False,False,False,False,False,True
3623_01,F,P,3,Earth,D3,Adult,28,7,1,1,949,0,949,False,True,False,False,,False
3624_01,G,P,2,Earth,D3,Adult,29,15,1,0,0,0,0,True,True,False,False,False,True
3625_01,E,P,1,Earth,D3,Adult,37,11,1,3,925,62,987,False,True,False,False,True,True
3626_01,G,S,2,Earth,D3,Adult,36,9,1,0,0,0,0,True,True,False,True,True,True
3627_01,C,S,1,Europa,D3,Adult,56,4,1,2,7748,1,7749,False,True,False,False,,False
3628_01,F,P,3,Earth,D1,Adult,18,9,1,3,103,540,643,False,True,False,False,False,True
3629_01,F,P,3,Mars,D3,Adult,28,6,1,0,0,0,0,True,True,False,True,True,True
3630_01,F,P,3,Earth,D2,Adult,61,6,1,4,277,464,741,False,True,False,False,False,True
3631_01,F,P,3,Earth,D3,Adult,19,7,1,2,0,828,828,False,True,False,False,False,True
3632_01,G,S,2,Earth,D3,Adult,22,16,1,3,485,281,766,False,True,False,False,,False
3633_01,F,P,3,Mars,D3,Adult,39,7,1,0,0,0,0,True,True,False,True,,False
3634_01,E,S,1,Earth,D3,Adult,29,11,1,3,692,26,718,False,True,False,False,True,True
3635_01,G,S,2,Earth,D1,Adult,35,11,2,0,0,0,0,True,False,False,True,,False
3635_02,F,S,3,Earth,D3,Adult,36,11,2,4,49,674,723,False,False,False,False,,False
3636_01,D,P,1,Mars,D3,Adult,37,3,1,4,1,1799,1800,False,True,False,False,False,True
3637_01,E,S,1,Mars,D3,Adult,34,3,1,4,310,1840,2150,False,True,False,False,,False
3638_01,F,S,3,Earth,D3,Adult,22,3,1,2,0,806,806,False,True,False,False,,False
3639_01,B,S,1,Europa,D3,Adult,29,5,1,5,5160,127,5287,False,True,False,False,True,True
3640_01,E,S,1,Earth,D1,Adult,38,10,2,3,695,925,1620,False,False,False,False,False,True
3640_02,G,S,2,Earth,D3,Adult,41,10,2,0,0,0,0,True,False,False,True,False,True
3641_01,G,P,2,Earth,D2,Adult,23,8,3,0,0,0,0,True,False,False,True,True,True
3641_02,G,P,2,Earth,D3,Adult,48,15,3,1,1,0,1,False,False,False,False,False,True
3641_03,G,P,2,Earth,D3,Child,0,15,3,0,0,0,0,True,False,False,False,True,True
3642_01,F,P,3,Earth,D3,Adult,46,6,1,4,335,565,900,False,True,False,False,False,True
3643_01,G,S,2,Earth,D3,Adult,21,2,1,0,0,0,0,True,True,False,True,,False
3644_01,F,S,3,Mars,D3,Adult,36,7,1,0,0,0,0,True,True,False,True,True,True
3645_01,D,P,1,Mars,D3,Adult,42,11,5,0,0,0,0,True,False,False,True,True,True
3645_02,D,P,1,Mars,D3,Adult,29,11,5,0,0,0,0,True,False,False,True,True,True
3645_03,D,P,1,Mars,D3,Teen,16,11,5,0,0,0,0,True,False,False,True,True,True
3645_04,D,P,1,Mars,D3,Adult,43,11,5,0,0,0,0,True,False,False,True,True,True
3645_05,D,P,1,Mars,D3,Adult,40,11,5,0,0,0,0,True,False,False,True,True,True
3646_01,C,S,1,Europa,D3,Teen,16,6,2,4,1879,2221,4100,False,False,False,False,,False
3646_02,C,S,1,Europa,D3,Adult,35,4,2,3,7627,2922,10549,False,False,False,False,,False
3647_01,C,S,1,Europa,D1,Adult,22,8,1,0,0,0,0,True,True,False,True,True,True
3648_01,F,S,3,Earth,D2,Adult,39,2,1,1,0,1144,1144,False,True,False,False,False,True
3649_01,F,S,3,Mars,D3,Adult,19,11,1,3,453,775,1228,False,True,False,False,,False
3650_01,G,P,2,Earth,D3,Adult,37,5,1,0,0,0,0,True,True,False,True,True,True
3651_01,B,S,1,Europa,D3,Adult,36,7,1,0,0,0,0,True,True,False,True,,False
3652_01,G,S,2,Earth,D3,Adult,28,4,1,0,0,0,0,True,True,False,True,False,True
3653_01,G,S,2,Earth,D3,Adult,29,8,1,3,444,463,907,False,True,False,False,False,True
3654_01,F,S,3,Earth,D1,Teen,14,11,2,3,827,4,831,False,False,False,False,False,True
3654_02,F,S,3,Earth,D3,Teen,15,11,2,2,398,467,865,False,False,False,False,False,True
3655_01,F,S,3,Earth,D3,Teen,17,6,1,2,432,3003,3435,False,True,False,False,False,True
3656_01,E,P,1,Europa,D1,Adult,32,5,2,3,2802,381,3183,False,False,False,False,,False
3656_02,E,P,1,Europa,D3,Adult,69,5,2,3,300,2059,2359,False,False,False,False,,False
3657_01,E,P,1,Europa,D1,Adult,44,3,3,0,0,0,0,True,False,False,True,,False
3657_02,E,P,1,Europa,D1,Adult,34,3,3,0,0,0,0,True,False,False,True,,False
3657_03,E,P,1,Europa,D3,Adult,35,3,3,3,5138,2963,8101,False,False,False,False,,False
3658_01,G,S,2,Earth,D3,Child,4,9,2,0,0,0,0,True,False,False,True,True,True
3658_02,E,S,1,Earth,D3,Adult,24,9,2,4,2388,7,2395,False,False,False,False,True,True
3659_01,G,P,2,Earth,D3,Adult,25,12,7,3,1412,288,1700,False,False,False,False,,False
3659_02,G,P,2,Earth,D3,Child,3,12,7,0,0,0,0,True,False,False,True,,False
3659_03,G,P,2,Earth,D2,Child,12,12,7,0,0,0,0,True,False,False,False,,False
3659_04,G,P,2,Earth,D3,Child,3,12,7,0,0,0,0,True,False,False,False,,False
3659_05,F,P,3,Earth,D3,Teen,13,12,7,3,917,1057,1974,False,False,False,False,,False
3659_06,G,P,2,Earth,D3,Adult,26,7,7,2,884,0,884,False,False,False,False,,False
3659_07,G,P,2,Earth,D2,Child,2,12,7,0,0,0,0,True,False,False,True,,False
3660_01,G,S,2,Earth,D3,Adult,26,3,1,3,671,113,784,False,True,False,False,False,True
3661_01,F,P,3,Mars,D3,Adult,25,3,1,2,266,883,1149,False,True,False,False,,False
3662_01,B,S,1,Europa,D1,Adult,22,6,2,4,2404,801,3205,False,False,False,False,True,True
3662_02,B,S,1,Europa,D1,Adult,38,6,2,0,0,0,0,True,False,False,True,True,True
3663_01,F,P,3,Mars,D3,Adult,19,0,1,0,0,0,0,True,True,False,True,,False
3664_01,F,S,3,Mars,D3,Adult,30,4,1,0,0,0,0,True,True,False,True,True,True
3665_01,G,S,2,Earth,D1,Adult,29,9,1,0,0,0,0,True,True,False,True,True,True
3666_01,G,S,2,Earth,D1,Adult,33,8,1,0,0,0,0,True,True,False,True,,False
3667_01,A,S,1,Europa,D1,Adult,26,3,1,0,0,0,0,True,True,False,True,True,True
3668_01,C,P,1,Europa,D1,Adult,41,3,1,0,0,0,0,True,True,False,True,True,True
3669_01,F,S,3,Earth,D1,Adult,41,9,1,4,417,220,637,False,True,False,False,,False
3670_01,G,S,2,Earth,D2,Adult,55,9,1,0,0,0,0,True,True,False,True,,False
3671_01,E,S,1,Earth,D3,Adult,50,5,1,4,662,128,790,False,True,False,False,False,True
3672_01,F,S,3,Earth,D1,Adult,30,8,2,3,47,685,732,False,False,False,False,,False
3672_02,G,S,2,Earth,D2,Adult,35,8,2,3,10,329,339,False,False,False,False,,False
3673_01,G,S,2,Earth,D3,Child,7,10,1,0,0,0,0,True,True,False,False,,False
3674_01,G,S,3,Earth,D1,Adult,34,12,1,4,458,450,908,False,True,False,False,True,True
3675_01,G,S,3,Earth,D3,Adult,38,12,3,2,626,84,710,False,False,False,False,,False
3675_02,G,S,3,Earth,D2,Adult,51,12,3,0,0,0,0,True,False,False,True,,False
3675_03,G,S,3,Earth,D3,Adult,18,12,3,0,0,0,0,True,False,False,True,,False
3676_01,B,S,1,Europa,D3,Adult,44,5,1,0,0,0,0,True,True,False,True,,False
3677_01,F,S,3,Earth,D2,Adult,24,11,1,3,37,623,660,False,True,False,False,False,True
3678_01,E,S,1,Earth,D3,Adult,24,10,1,2,788,3,791,False,True,False,False,True,True
3679_01,B,P,1,Europa,D3,Adult,45,1,1,0,0,0,0,True,True,False,False,False,True
3680_01,C,P,1,Europa,D1,Adult,35,13,2,3,388,4683,5071,False,False,False,False,False,True
3680_02,C,P,1,Europa,D1,Adult,23,13,2,0,0,0,0,True,False,False,True,True,True
3681_01,B,S,1,Europa,D1,Adult,23,3,2,0,0,0,0,True,False,False,True,True,True
3681_02,B,S,1,Europa,D3,Adult,21,3,2,4,137,2099,2236,False,False,False,False,False,True
3682_01,F,P,3,Mars,D3,Adult,19,3,1,0,0,0,0,True,True,False,True,True,True
3683_01,C,P,1,Europa,D3,Adult,18,4,2,0,0,0,0,True,False,False,True,,False
3683_02,C,P,1,Europa,D3,Teen,13,4,2,0,0,0,0,True,False,False,True,,False
3684_01,G,S,3,Earth,D3,Adult,49,9,2,0,0,0,0,True,False,False,True,,False
3684_02,G,S,3,Earth,D3,Child,8,9,2,0,0,0,0,True,False,False,False,,False
3685_01,F,S,3,Earth,D3,Adult,22,10,1,3,652,59,711,False,True,False,False,,False
3686_01,F,S,3,Earth,D3,Adult,24,4,1,4,284,419,703,False,True,False,False,False,True
3687_01,E,S,1,Europa,D1,Adult,32,5,1,4,9632,366,9998,False,True,False,False,,False
3688_01,F,S,3,Mars,D1,Child,2,4,3,0,0,0,0,True,False,False,False,True,True
3688_02,F,S,3,Mars,D3,Child,0,4,3,0,0,0,0,True,False,False,False,True,True
3688_03,F,S,3,Mars,D3,Adult,20,4,3,0,0,0,0,True,False,False,True,True,True
3689_01,F,S,3,Mars,D3,Adult,30,3,1,2,766,1110,1876,False,True,False,False,,False
3690_01,F,P,3,Earth,D3,Adult,35,18,1,3,387,435,822,False,True,False,False,True,True
3691_01,F,P,3,Mars,D3,Adult,34,4,1,3,4,1763,1767,False,True,False,False,False,True
3692_01,G,P,2,Earth,D3,Adult,26,5,1,4,60,827,887,False,True,False,False,False,True
3693_01,G,S,3,Earth,D3,Adult,26,4,1,0,0,0,0,True,True,False,True,True,True
3694_01,G,P,2,Earth,D1,Adult,56,11,1,0,0,0,0,True,True,False,True,,False
3695_01,F,P,3,Mars,D1,Adult,18,3,1,1,0,1757,1757,False,True,False,False,,False
3696_01,F,P,3,Mars,D3,Adult,27,7,1,0,0,0,0,True,True,False,True,,False
3697_01,E,P,1,Earth,D3,Adult,46,9,1,3,19,770,789,False,True,False,False,,False
3698_01,F,P,3,Earth,D3,Adult,18,9,1,2,63,677,740,False,True,False,False,,False
3699_01,C,P,1,Europa,D1,Adult,32,5,4,0,0,0,0,True,False,False,True,True,True
3699_02,C,P,1,Europa,D1,Adult,25,5,4,3,17432,2343,19775,False,False,False,False,True,True
3699_03,C,P,1,Europa,D1,Adult,30,5,4,0,0,0,0,True,False,False,True,True,True
3699_04,C,P,1,Europa,D3,Adult,57,5,4,4,3872,4069,7941,False,False,False,False,False,True
3700_01,F,P,3,Earth,D3,Adult,23,6,1,4,411,238,649,False,True,False,False,False,True
3701_01,D,P,1,Europa,D3,Adult,30,5,3,0,0,0,0,True,False,False,True,,False
3701_02,D,P,1,Europa,D1,Adult,35,5,3,4,5172,2499,7671,False,False,False,False,,False
3701_03,D,P,1,Europa,D3,Adult,48,5,3,0,0,0,0,True,False,False,True,,False
3702_01,E,P,1,Mars,D3,Adult,32,9,1,0,0,0,0,True,True,False,True,False,True
3703_01,F,P,3,Mars,D3,Adult,27,5,2,0,0,0,0,True,False,False,True,True,True
3703_02,F,P,3,Mars,D3,Adult,20,5,2,3,303,1377,1680,False,False,False,False,False,True
3704_01,F,S,3,Earth,D3,Adult,21,13,1,2,235,120,355,False,True,False,False,False,True
3705_01,F,P,3,Earth,D3,Adult,19,2,1,5,29,564,593,False,True,False,False,False,True
3706_01,F,P,3,Mars,D3,Teen,16,4,2,3,246,794,1040,False,False,False,False,False,True
3706_02,F,P,3,Mars,D3,Adult,18,4,2,3,980,132,1112,False,False,False,False,True,True
3707_01,G,S,3,Earth,D3,Adult,18,5,2,5,61,708,769,False,False,False,False,False,True
3707_02,G,S,3,Earth,D3,Adult,22,5,2,1,889,0,889,False,False,False,False,True,True
3708_01,G,P,3,Earth,D1,Adult,23,8,1,0,0,0,0,True,True,False,True,True,True
3709_01,G,S,3,Earth,D1,Adult,33,13,1,0,0,0,0,True,True,False,True,,False
3710_01,G,P,3,Earth,D1,Adult,35,9,3,2,377,432,809,False,False,False,False,False,True
3710_02,G,P,3,Earth,D3,Child,8,9,3,0,0,0,0,True,False,False,False,False,True
3710_03,G,P,3,Earth,D1,Child,5,9,3,0,0,0,0,True,False,False,True,False,True
3711_01,F,S,3,Mars,D3,Adult,40,9,3,0,0,0,0,True,False,False,True,True,True
3711_02,F,S,3,Mars,D3,Adult,31,9,3,2,232,3471,3703,False,False,False,False,False,True
3711_03,F,S,3,Mars,D3,Child,9,9,3,0,0,0,0,True,False,False,True,True,True
3712_01,G,S,3,Earth,D1,Child,0,14,5,0,0,0,0,True,False,False,True,,False
3712_02,G,S,3,Earth,D1,Child,11,14,5,0,0,0,0,True,False,False,True,,False
3712_03,G,S,3,Earth,D3,Child,0,14,5,0,0,0,0,True,False,False,True,,False
3712_04,F,S,3,Earth,D3,Teen,14,14,5,2,853,11,864,False,False,False,False,,False
3712_05,G,S,3,Earth,D2,Child,9,14,5,0,0,0,0,True,False,False,True,,False
3713_01,C,S,1,Europa,D3,Adult,56,4,3,0,0,0,0,True,False,False,True,True,True
3713_02,C,S,1,Europa,D1,Adult,39,4,3,0,0,0,0,True,False,False,True,True,True
3713_03,C,S,1,Europa,D3,Adult,18,4,3,0,0,0,0,True,False,False,True,True,True
3714_01,F,S,3,Mars,D3,Adult,45,7,2,4,2413,186,2599,False,False,False,False,False,True
3714_02,D,S,1,Mars,D2,Adult,33,7,2,3,751,33,784,False,False,False,False,False,True
3715_01,G,P,3,Earth,D2,Child,2,8,4,0,0,0,0,True,False,False,True,False,True
3715_02,G,P,3,Earth,D3,Child,1,8,4,0,0,0,0,True,False,False,True,False,True
3715_03,G,P,3,Earth,D3,Child,2,8,4,0,0,0,0,True,False,False,False,True,True
3715_04,G,P,3,Earth,D3,Teen,16,8,4,0,0,0,0,True,False,False,True,False,True
3716_01,G,P,3,Earth,D3,Adult,18,9,1,5,1771,21,1792,False,True,False,False,True,True
3717_01,G,S,3,Earth,D3,Adult,37,4,2,3,16,770,786,False,False,False,False,,False
3717_02,G,S,3,Earth,D3,Adult,30,4,2,0,0,0,0,True,False,False,True,,False
3718_01,F,S,3,Mars,D3,Adult,21,3,1,0,0,0,0,True,True,False,True,,False
3719_01,F,S,3,Mars,D3,Adult,28,4,2,2,2509,1193,3702,False,False,True,False,False,True
3719_02,F,S,3,Mars,D3,Adult,45,4,2,0,0,0,0,True,False,False,True,True,True
3720_01,F,S,3,Mars,D3,Adult,32,11,3,0,0,0,0,True,False,False,True,,False
3720_02,F,S,3,Mars,D3,Child,4,11,3,0,0,0,0,True,False,False,False,,False
3720_03,F,S,3,Mars,D3,Adult,19,11,3,0,0,0,0,True,False,False,True,,False
3721_01,D,S,1,Mars,D3,Adult,25,6,1,3,354,2819,3173,False,True,True,False,,False
3722_01,G,S,3,Earth,D3,Adult,34,17,1,4,352,532,884,False,True,False,False,,False
3723_01,F,P,3,Earth,D3,Adult,19,14,1,5,585,62,647,False,True,False,False,,False
3724_01,G,S,3,Earth,D3,Adult,24,5,1,0,0,0,0,True,True,False,True,True,True
3725_01,G,S,3,Earth,D2,Adult,18,9,1,0,0,0,0,True,True,False,True,,False
3726_01,G,P,3,Earth,D3,Adult,35,5,1,0,0,0,0,True,True,False,True,True,True
3727_01,G,S,3,Earth,D2,Adult,23,14,1,2,0,500,500,False,True,False,False,,False
3728_01,G,S,3,Earth,D2,Teen,16,7,1,0,0,0,0,True,True,False,True,True,True
3729_01,G,P,3,Earth,D2,Adult,40,0,1,0,0,0,0,True,True,False,True,True,True
3730_01,F,P,3,Mars,D3,Adult,53,7,1,0,0,0,0,True,True,False,True,,False
3731_01,G,S,3,Earth,D2,Teen,13,5,1,0,0,0,0,True,True,False,True,,False
3732_01,A,S,1,Europa,D1,Child,5,9,4,0,0,0,0,True,False,False,True,True,True
3732_02,A,S,1,Europa,D3,Adult,29,9,4,3,8444,11724,20168,False,False,False,False,False,True
3732_03,A,S,1,Europa,D3,Adult,31,9,4,0,0,0,0,True,False,False,True,True,True
3732_04,A,S,1,Europa,D1,Adult,27,9,4,4,588,3584,4172,False,False,False,False,False,True
3733_01,D,S,1,Europa,D3,Adult,34,5,1,3,4,2464,2468,False,True,True,False,False,True
3734_01,G,P,3,Earth,D2,Teen,15,4,1,0,0,0,0,True,True,False,True,True,True
3735_01,D,S,1,Europa,D3,Adult,43,11,2,4,3846,351,4197,False,False,False,False,True,True
3735_02,D,S,1,Europa,D1,Adult,30,11,2,4,903,1926,2829,False,False,False,False,False,True
3736_01,B,S,1,Europa,D3,Adult,61,5,1,4,5193,881,6074,False,True,False,False,True,True
3737_01,G,S,3,Earth,D3,Adult,48,12,2,2,632,250,882,False,False,False,False,False,True
3737_02,G,S,3,Earth,D1,Teen,17,12,2,0,0,0,0,True,False,False,True,True,True
3738_01,F,P,3,Earth,D3,Adult,20,3,1,3,1478,2,1480,False,True,False,False,,False
3739_01,G,S,3,Earth,D3,Adult,19,8,1,4,314,494,808,False,True,False,False,False,True
3740_01,F,S,3,Earth,D3,Adult,34,6,1,4,23,780,803,False,True,False,False,,False
3741_01,B,P,1,Europa,D3,Adult,29,5,1,0,0,0,0,True,True,False,True,True,True
3742_01,G,P,3,Earth,D1,Child,2,10,2,0,0,0,0,True,False,False,True,False,True
3742_02,G,P,3,Earth,D3,Adult,24,10,2,0,0,0,0,True,False,False,True,True,True
3743_01,G,S,3,Earth,D3,Adult,19,2,1,3,832,55,887,False,True,False,False,False,True
3744_01,E,S,1,Mars,D2,Adult,34,8,1,2,1359,0,1359,False,True,True,False,True,True
3745_01,G,P,3,Earth,D3,Adult,19,13,1,3,16,755,771,False,True,False,False,False,True
3746_01,G,P,3,Earth,D3,Adult,18,19,4,4,631,393,1024,False,False,False,False,,False
3746_02,G,P,3,Earth,D3,Child,0,19,4,0,0,0,0,True,False,False,False,,False
3746_03,G,P,3,Earth,D3,Adult,35,19,4,0,0,0,0,True,False,False,True,,False
3746_04,G,P,3,Earth,D3,Child,0,19,4,0,0,0,0,True,False,False,True,,False
3747_01,B,P,1,Europa,D3,Adult,39,3,4,3,2576,471,3047,False,False,False,False,False,True
3747_02,B,P,1,Europa,D3,Adult,26,2,4,0,0,0,0,True,False,False,True,True,True
3747_03,B,P,1,Europa,D3,Adult,53,2,4,3,3377,5756,9133,False,False,False,False,False,True
3747_04,B,P,1,Europa,D1,Adult,18,8,4,0,0,0,0,True,False,False,True,True,True
3748_01,F,P,3,Mars,D3,Adult,29,5,1,0,0,0,0,True,True,False,True,True,True
3749_01,B,P,1,Europa,D1,Adult,45,6,2,0,0,0,0,True,False,False,True,True,True
3749_02,B,P,1,Europa,D3,Adult,32,6,2,0,0,0,0,True,False,False,True,True,True
3750_01,F,P,3,Earth,D3,Adult,18,15,2,4,3,3509,3512,False,False,False,False,False,True
3750_02,G,P,3,Earth,D3,Adult,48,15,2,2,0,693,693,False,False,False,False,False,True
3751_01,E,P,1,Earth,D3,Adult,24,6,1,4,868,693,1561,False,True,False,False,True,True
3752_01,D,S,1,Europa,D3,Adult,52,4,1,3,5,1896,1901,False,True,False,False,False,True
3753_01,F,P,3,Earth,D1,Adult,55,0,1,4,650,66,716,False,True,False,False,False,True
3754_01,G,P,3,Earth,D3,Adult,43,7,1,0,0,0,0,True,True,False,True,True,True
3755_01,G,P,3,Earth,D3,Adult,24,8,2,0,0,0,0,True,False,False,True,False,True
3755_02,G,P,3,Earth,D2,Child,8,8,2,0,0,0,0,True,False,False,True,False,True
3756_01,F,S,3,Mars,D3,Adult,18,3,1,0,0,0,0,True,True,False,True,True,True
3757_01,G,S,3,Earth,D3,Adult,38,9,1,0,0,0,0,True,True,False,True,True,True
3758_01,G,S,3,Earth,D3,Adult,18,17,2,3,4,749,753,False,False,False,False,False,True
3758_02,G,S,3,Earth,D2,Adult,23,17,2,0,0,0,0,True,False,False,True,True,True
3759_01,G,S,3,Earth,D3,Adult,26,7,1,0,0,0,0,True,True,False,True,True,True
3760_01,G,P,3,Earth,D2,Adult,21,8,1,0,0,0,0,True,True,False,True,True,True
